title,url,price_raw_orig,price_million_final,price_billion,price_vnd_original,location,district,area_m2,snippet
"Chính chủ cần bán căn 1PN(+1) DT 47m2 Full Nội Thất chỉ 2.95 tỷ, tại Vinhomes Ocean Park Gia Lâm",https://homedy.com/ban-can-ho-vinhomes-ocean-park/chinh-chu-1pn1-dt-47m2-full-noi-that-chi-2-95-ty-tai-gia-lam-es2015159,"2,95 Tỷ",2950.0,2.95,295.0,"huyện Gia Lâm, TP Hà Nội",huyện Gia Lâm,47.0,
"Bán căn 2N1VS 60m2 FULL Nội Thất, Tầng Cao, Hướng Mát tại Vinhomes Ocean Park - LH: 0984 678 629",https://homedy.com/ban-can-ho-vinhomes-ocean-park/2n1vs-60m2-full-noi-that-tang-cao-huong-mat-tai-lh-0984-678-629-es2602370,"3,5 Tỷ",3500.0,3.5,35.0,"huyện Gia Lâm, TP Hà Nội",huyện Gia Lâm,60.0,
Skyvilla siêu vip  Sunshine Green Iconic - Long  Biên ( nơi hưởng thụ cuộc sống đẳng cấp),https://homedy.com/ban-can-ho-sunshine-green-iconic-long-bien/skyvilla-sieu-vip-noi-huong-thu-cuoc-song-dang-cap-es3118543,Thỏa thuận,,,,"quận Long Biên, thành phố Hà Nội",quận Long Biên,64.0,
Bán Shophuse TMDV 611m2  Rice City Linh Đàm ( đang cho TT Tiếng Anh thuê dài hạn) Lh 0987106521,https://homedy.com/ban-nha-pho-thuong-mai-shophouse-nha-o-xa-hoi-rice-city-tay-nam-linh-dam/shophuse-tmdv-611m2-dang-cho-tt-tieng-anh-thue-dai-han-lh-0987106521-es3128613,Thỏa thuận,,,,"Quận Hoàng Mai, Hà Nội.",Quận Hoàng Mai,611.0,
Duy nhất căn hộ cao cấp 93m2 tại The Golden Armor Giảng Võ,https://homedy.com/ban-can-ho-quan-ba-dinh-ha-noi/duy-nhat-cao-cap-93m2-tai-the-golden-armor-giang-vo-es3163786,Thỏa thuận,,,,"Quận Ba Đình, Hà Nội",Quận Ba Đình,93.0,
Jade Lake– Sở hữu hôm nay gia tăng giá ngày mai,https://homedy.com/ban-nha-biet-thu-lien-ke-quan-bac-tu-liem-ha-noi/jade-lake-so-huu-hom-nay-gia-tang-ngay-mai-es3163762,"27,83 Tỷ",27830.0,27.83,2783.0,"Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,64.0,
"Bán nhà khu Bạch Đằng- Hoàn Kiếm, DT75m,MT56m,kinh doanh sầm uất, dòng tiền ổn định",https://homedy.com/ban-nha-rieng-quan-hai-ba-trung-ha-noi/khu-bach-dang-hoan-kiem-dt75mmt56mkinh-doanh-sam-uat-dong-tien-on-dinh-es3163716,26 Tỷ,26000.0,26.0,26.0,"Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,75.0,
Bán nhà phố Thông Phong  - Trung Tâm Đống Đa - 90m² - 6 tầng - Thang máy - Giá 29 tỷ,https://homedy.com/ban-nha-rieng-quan-dong-da-ha-noi/pho-thong-phong-trung-tam-90m-6-tang-thang-may-gia-29-ty-es3163711,29 Tỷ,29000.0,29.0,29.0,"Quận Đống Đa, Hà Nội",Quận Đống Đa,90.0,
Jade Square – Chìa khóa mở ra tương lai thịnh vượng,https://homedy.com/ban-can-ho-jade-square/chia-khoa-mo-ra-tuong-lai-thinh-vuong-es3163705,90 Triệu,90.0,0.09,90.0,"quận Bắc Từ Liêm, Hà Nội",quận Bắc Từ Liêm,64.0,
"Chị gái cần BÁN GẤP nhà mặt phố mặt tiền 6,6m vỉa hè rộng rãi, làm văn phòng, siêu thị vô tư",https://homedy.com/ban-nha-mat-pho-quan-ha-dong-ha-noi/chi-gai-can-gap-tien-66m-via-he-rong-rai-lam-van-phong-sieu-thi-vo-tu-es3157264,21 Tỷ,21000.0,21.0,21.0,"Quận Hà Đông, Hà Nội",Quận Hà Đông,66.0,
**Nguyễn Tuân– Thanh Xuân – Lô góc 76m² – 4 tầng – Ô tô kinh doanh – Giá chỉ 13.6 tỷ**,https://homedy.com/ban-nha-rieng-quan-thanh-xuan-ha-noi/nguyen-tuan-lo-goc-76m-4-tang-o-to-kinh-doanh-gia-chi-13-6-ty-es3163701,"13,6 Tỷ",13600.0,13.6,136.0,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,76.0,
Bán biệt thự Jade Lake – Sống xanh giữa lòng Tây Thăng Long,https://homedy.com/ban-nha-biet-thu-lien-ke-quan-bac-tu-liem-ha-noi/jade-lake-song-xanh-giua-long-tay-thang-es3163677,"28,7 Tỷ",28700.0,28.7,287.0,"Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,64.0,
"Jade Lake – Không gian sống hiện đại, đáng mơ ước",https://homedy.com/ban-nha-biet-thu-lien-ke-quan-bac-tu-liem-ha-noi/jade-lake-khong-gian-song-hien-dai-dang-mo-uoc-es3163674,"28,7 Tỷ",28700.0,28.7,287.0,"Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,64.0,
Đầu tư sinh lời – An cư lâu dài cùng Jade Lake Residence,https://homedy.com/ban-nha-biet-thu-lien-ke-quan-bac-tu-liem-ha-noi/dau-sinh-loi-an-cu-lau-dai-cung-jade-lake-residence-es3163673,"27,8 Tỷ",27800.0,27.8,278.0,"Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,64.0,
"Sở hữu ngay căn hộ Jade Square – Vị trí vàng, tiện ích chuẩn quốc tế",https://homedy.com/ban-can-ho-jade-square/so-huu-ngay-vi-tri-vang-tien-ich-chuan-quoc-te-es3163670,9E-05 Triệu,7.0,0.007,905.0,"quận Bắc Từ Liêm, Hà Nội",quận Bắc Từ Liêm,64.0,
"Bán lô đất mặt Quốc lộ 21 – Phú Cát, Hòa Lạc  giá 5ty",https://homedy.com/ban-dat-huyen-quoc-oai-ha-noi/lo-mat-21-phu-cat-hoa-lac-gia-5ty-es3163650,5 Tỷ,5000.0,5.0,5.0,"Huyện Quốc Oai, Hà Nội",Huyện Quốc Oai,64.0,
Bán lô đất đẹp tại Trại Hồ – Hòa Lạc ngay ngã tư lục quân  3ty6,https://homedy.com/ban-dat-thi-xa-son-tay-ha-noi/lo-dep-tai-trai-ho-hoa-lac-ngay-nga-tu-luc-quan-3ty6-es3163648,"3,6 - 4,4 Tỷ",4000.0,4.0,3644.0,"Thị xã Sơn Tây, Hà Nội",Thị xã Sơn Tây,64.0,
Căn hộ S101 - Tầng 1x - 55m2 - 2ngủ - 4.45 tỷ - Vinsmart city - Có hỗ trợ vay,https://homedy.com/ban-can-ho-quan-nam-tu-liem-ha-noi/s101-tang-1x-55m2-2ngu-4-45-ty-vinsmart-city-co-tro-vay-es3163633,"4,45 Tỷ",4450.0,4.45,445.0,"Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,55.0,
Bán căn hộ Chung Cư 137 Nguyễn Ngọc Vũ - Cầu Giấy 113m2 3pn 2wc 2logia  Full nội thất,https://homedy.com/ban-can-ho-137-nguyen-ngoc-vu/chung-cu-cau-giay-113m2-3pn-2wc-2logia-full-noi-that-es3163625,"8,35 Tỷ",8350.0,8.35,835.0,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,113.0,
"Siêu phẩm căn hộ Đền Lừ-Hoàng Mai, 45m2 x 2 ngủ, full nội thất. Giá 2,8 tỷ",https://homedy.com/ban-can-ho-quan-hoang-mai-ha-noi/sieu-pham-den-lu-45m2-x-2-ngu-full-that-gia-28-ty-es3163579,"2,8 Tỷ",2800.0,2.8,28.0,"Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,45.0,
"34m Lạc Hồng, Thanh Xuân nhà C4 đường rộng giá 1,8 tỷ",https://homedy.com/ban-nha-rieng-quan-thanh-xuan-ha-noi/34m-lac-hong-c4-duong-rong-gia-18-ty-es3157534,"1,8 Tỷ",1800.0,1.8,18.0,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,34.0,
"Nhà đẹp trung tâm Đống Đa - 40m2 - 9 tỷ- Ngõ thoáng, gần ô tô",https://homedy.com/ban-nha-rieng-quan-dong-da-ha-noi/dep-trung-tam-40m2-9-ty-ngo-thoang-gan-o-to-es3163557,Thỏa thuận,,,,"Quận Đống Đa, Hà Nội",Quận Đống Đa,40.0,
"Bán căn hộ 1PN 1WC tại Masteri West Heights D , giá tốt 4,015 tỷ, 47,6m2, Tây Mỗ, Tuấn 0392 969999",https://homedy.com/ban-can-ho-masteri-west-heights/1pn-1wc-tai-d-gia-tot-4015-ty-476m2-tay-mo-tuan-0392-969999-es3144077,"4,01 Tỷ",4010.0,4.01,401.0,"Nam Từ Liêm, Hà Nội",Nam Từ Liêm,476.0,
Cập nhật quỹ căn chuyển nhượng 6000 căn hộ The Sapphire 1234 tại Vinhome Smart City.Tuấn 0392969999,https://homedy.com/ban-can-ho-imperia-smart-city/cap-nhat-quy-chuyen-nhuong-6000-the-sapphire-1234-tai-vinhome-tuan-0392969999-es3144892,"3,33 Tỷ",3330.0,3.33,333.0,"Quận Nam Từ Liêm, TP Hà Nội",Quận Nam Từ Liêm,64.0,
"Nhà tầm 16 tỷ, cạnh Ngoại Giao Đoàn, lô góc, oto đỗ cửa, giá trị tăng từng năm",https://homedy.com/ban-nha-rieng-quan-bac-tu-liem-ha-noi/tam-16-ty-canh-ngoai-giao-doan-lo-goc-oto-do-cua-gia-tri-tang-tung-nam-es3162769,"16,5 Tỷ",16500.0,16.5,165.0,"Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,64.0,
"Bán gấp nhà 5 tầng - La Khê - Hà Đông giá chỉ 6,6 tỷ",https://homedy.com/ban-nha-rieng-quan-ha-dong-ha-noi/gap-5-tang-la-khe-gia-chi-66-ty-es3163530,"6,6 Tỷ",6600.0,6.6,66.0,"Quận Hà Đông, Hà Nội",Quận Hà Đông,64.0,
Cần bán nhà Vương Thừa Vũ - Lô góc - Mặt ngõ kinh doanh - Ô tô tránh - 5 nhà ra phố,https://homedy.com/ban-nha-rieng-quan-thanh-xuan-ha-noi/can-vuong-thua-vu-lo-goc-mat-ngo-kinh-doanh-o-to-tranh-5-ra-pho-es3163524,"13,8 Tỷ",13800.0,13.8,138.0,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,64.0,
Bán nhà biệt thự liền kề ngõ 67 Đức Giang Long Biên HN 91.6m2 MT 5.7m 4 tầng 4 ngủ 3 WC 10 tỷ,https://homedy.com/ban-nha-biet-thu-lien-ke-quan-long-bien-ha-noi/ngo-67-duc-giang-hn-91-6m2-mt-5-7m-4-tang-ngu-3-wc-10-ty-es3163520,10 Tỷ,10000.0,10.0,10.0,"Quận Long Biên, Hà Nội",Quận Long Biên,916.0,
"Jade Lake – Viên ngọc xanh bên hồ, chuẩn sống thượng lưu",https://homedy.com/ban-nha-biet-thu-lien-ke-quan-bac-tu-liem-ha-noi/jade-lake-vien-ngoc-xanh-ben-ho-chuan-song-thuong-luu-es3163513,26 Tỷ,26000.0,26.0,26.0,"Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,64.0,
Bán nhà biệt thư và liền kề thương mại tại đường Tây Thăng Long giá rẻ,https://homedy.com/ban-nha-biet-thu-lien-ke-quan-bac-tu-liem-ha-noi/va-thuong-mai-tai-duong-tay-thang-long-gia-re-es3163514,28 Tỷ,28000.0,28.0,28.0,"Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,64.0,
"Siêu phẩm phân lô Phố Định Công, ôtô đỗ cửa, 76m2, 5 tầng, 5m MT, giá 25,9 tỷ",https://homedy.com/ban-nha-rieng-quan-thanh-xuan-ha-noi/sieu-pham-phan-lo-pho-dinh-cong-oto-do-cua-76m2-5-tang-5m-mt-gia-259-ty-es3163521,"25,9 Tỷ",25900.0,25.9,259.0,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,76.0,
Bán Gấp Nhà Đẹp Thang Máy Thanh Lãm- Hà Đông 40/44mÔtô Vào NhàGần Đh Đại Nam-KD 0924736668,https://homedy.com/ban-nha-rieng-quan-ha-dong-ha-noi/gap-dep-thang-may-thanh-lam-40-44moto-vao-nhagan-dh-dai-nam-kd-0924736668-es3163496,"7,6 Tỷ",7600.0,7.6,76.0,"Quận Hà Đông, Hà Nội",Quận Hà Đông,44.0,
"Nhà mới- 6 tầng - Thang máy - Phố Tân Mai- Hoàng Mai - Ngõ ô tô tránh - Giá 24,5 tỷ",https://homedy.com/ban-nha-rieng-quan-hoang-mai-ha-noi/moi-6-tang-thang-may-pho-tan-ngo-o-to-tranh-gia-245-ty-es3163467,"24,5 Tỷ",24500.0,24.5,245.0,"Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,64.0,
