Tiêu đề,Giá,Diện tích,Địa chỉ,Mô tả,Link
"Bán nhà Phú Lương 35m2x4T, 5 phòng/ vị trí đẹp ngõ nông-10m ra đường ô tô tránh như ảnh","Giá:4,95 tỷ",Diện tích:35m²,"Phố Xốm,Phường Phú Lương,Hà Nội","Bán nhà Phú Lương 35m2x4T, 5 phòng/ vị trí đẹp ngõ nông-10m ra đường ô tô tránh như ảnh đăng.
Ảnh thật 100%
Nhà thiết kế gồm:
- Tầng 1: Để xe+bếp+WC
- Tầng 2: 2 phòng+WC
- Tầng 3: 2 phòng +WC
- Tầng 4: 1 phòng+ sân......<< Xem chi tiết >>",https://alonhadat.com.vn/ban-nha-phu-luong-35m2x4t-5-phong-vi-tri-dep-ngo-nong-10m-ra-duong-o-to-tranh-nhu-anh-17416026.html
"Lô góc 100m2 full thổ cư cách Quốc lộ 21 500m giá nhỉnh 2 tỷ, cách đại học Quốc gia 5ph","Giá:2,3 tỷ",Diện tích:100m²,"Quốc lộ 21A,Xã Hạ Bằng,Hà Nội","Siêu phẩm 100m² full thổ cư cách Quốc lộ 21 500m giá nhỉnh 2 tỷ, cách đại học Quốc gia 5ph di chuyển.
Diện tích 100m² lô góc full thổ cư.
Đường rộng 6m.
Cách Đại học Quốc gia 5ph di chuyển.
Hỗ trợ vay ngân hàng 60% g......<< Xem chi tiết >>",https://alonhadat.com.vn/lo-goc-100m2-full-tho-cu-cach-quoc-lo-21-500m-gia-nhinh-2-ty-cach-dai-hoc-quoc-gia-5ph-16782764.html
Bán 84m2 đất dịch vụ Vân Canh sau đường 3.5 giá siêu rẻ,Giá:167 triệu / m²,Diện tích:84m²,"Đường Vành Đai 3.5,Xã Sơn Đồng,Hà Nội","Chính chủ gửi em Nga bán gấp lô đất dịch vụ khu 4.5ha Vân Canh. Diện tích 84m2 mặt tiền 4.9m hướng Tây đường trước nhà rộng 9m, ngay làn sau của đường Vành Đai 3.5, đối diện Khu đô thị vườn Cam, giao thông thuận tiện, ti......<< Xem chi tiết >>",https://alonhadat.com.vn/ban-84m2-dat-dich-vu-van-canh-sau-duong-3-5-gia-sieu-re-17411387.html
Bán gấp 2 lô đất DV Vân Canh Diện tích 57m2 và 65m2 giá đầu tư,Giá:177 triệu / m²,Diện tích:65m²,"Đường An Trai,Xã Sơn Đồng,Hà Nội","Chính chủ gửi em Nga bán gấp 2 lô đất dịch vụ khu 25ha Vân Canh, Hà Nội, giá cực tốt diện tích đẹp và hiếm ạ:
1. Lô 57m2 mặt tiền 4.93 m hướng Tây đường 11m gần vườn hoa ko lỗi gì khổ đất đẹp
2. Lô 65m2 mặt tiền 5.7 m ......<< Xem chi tiết >>",https://alonhadat.com.vn/ban-gap-2-lo-dat-dv-van-canh-dien-tich-57m2-va-65m2-gia-dau-tu-16899594.html
Bán gấp 2 lô đất Dịch Vụ Lại Yên 61m2 và 66m2 giá đầu tư,Giá:134 triệu / m²,Diện tích:66m²,"Đường Vành Đai 3.5,Xã Sơn Đồng,Hà Nội","Chính chủ gửi em Nga bán gấp 2 lô đất dịch Vụ Lại Yên, Hoài Đức, Hà Nội nay là xã Sơn Đồng mới, Hà Nội. Cách đường Vành đai 3.5 chỉ 1km, giao thông thuận lợi, giá cực tốt so với các khu lân cận, tiềm năng sinh lời tốt.
......<< Xem chi tiết >>",https://alonhadat.com.vn/ban-gap-2-lo-dat-dich-vu-lai-yen-61m2-va-66m2-gia-dau-tu-17296015.html
"Bán đất La Khê Hà Đông 64m mt4,5m oto nhỉnh 9 tỷ!",Giá:155 triệu / m²,Diện tích:58m²,"Phố Chiến Thắng,Phường Dương Nội,Hà Nội","Vị trí đẹp, khu vực xung quang tiện ích ngập tràn, đối diện khu Park city, siêu thị Top market…
Sổ đỏ 58m nhưng thực tế đất là 65m mt4,5m phù hợp xây CHDV, khách xây ở 5 tầng thang máy, thông số đẹp.
Đường trước nhà 3m......<< Xem chi tiết >>",https://alonhadat.com.vn/ban-dat-la-khe-ha-dong-64m-mt4-5m-oto-nhinh-9-ty--17378063.html
BÁN GẤP NHÀ PHÂN LÔ Gần Chùa Láng Ô TÔ CÁCH CHỈ 15m- DT40x 4Tầng - Mặt Tiền 4.2m -Giá 10TỶ,Giá:10 tỷ,Diện tích:40m²,"Đường Láng Thượng,Phường Láng,Hà Nội","BÁN GẤP NHÀ TRUNG TÂM ĐỐNG ĐA
- PHÂN LÔ Ô TÔ CÁCH ĐÚNG 15M VIEW THOÁNG VĨNH VIỄN

Gần Chùa Láng - DT40 - 4Tầng - Mặt Tiền 4.2m - 10tỷ

- Vị trí đắc địa: Gần đại học Giao thông Vận tải, Ngoại thương,Nhà phân lô cán b......<< Xem chi tiết >>",https://alonhadat.com.vn/ban-gap-nha-phan-lo-gan-chua-lang-o-to-cach-chi-15m-dt40x-4tang-mat-tien-4-2m-gia-10ty-17413560.html
"Bán nhà phố Nam Dư, phân lô, ô tô tránh. Đối diện trường học, diện tích 100m2 giá 16 tỷ.",Giá:16 tỷ,Diện tích:100m²,"Đường Nam Dư,Phường Vĩnh Hưng,Hà Nội","Bán nhà phố Nam Dư, phân lô, ô tô tránh. Đối diện trường học, diện tích 100m2 giá 16 tỷ.
+ Siêu phẩm phân lô ô tô tránh và dừng đỗ ngày đêm nằm ngay mặt ngõ đầu phố Nam Dư.
Khu vực ngày càng phát triển, trước cửa nhà l......<< Xem chi tiết >>",https://alonhadat.com.vn/ban-nha-pho-nam-du-phan-lo-o-to-tranh-doi-dien-truong-hoc-dien-tich-100m2-gia-16-ty--17413470.html
"Bán nhà mặt ngõ Tam Trinh, Hoàng Mai. Nhà đẹp, mặt tiền rộng. 62m2 giá 10 tỷ.",Giá:10 tỷ,Diện tích:62m²,"Đường Tam Trinh,Phường Lĩnh Nam,Hà Nội","Bán nhà mặt ngõ Tam Trinh, Hoàng Mai. diện tích rộng, mặt tiền rộng. 62m2 giá 10 tỷ.
+ Chủ nhà muốn chuyển đi định cư nước ngoài nên cần bán gấp.
+ Căn nhà nằm trong ngõ 139 Tam Trinh hàng xóm với khu Time City, tương ......<< Xem chi tiết >>",https://alonhadat.com.vn/ban-nha-mat-ngo-tam-trinh-hoang-mai-nha-dep-mat-tien-rong-62m2-gia-10-ty--17413230.html
"Bán gấp nhà đối diện khu chung cư 87 Lĩnh Nam. Ô tô 4 chỗ đỗ cửa, 71m2 giá 18 tỷ.",Giá:18 tỷ,Diện tích:71m²,"Đường Lĩnh Nam,Phường Lĩnh Nam,Hà Nội","Bán gấp nhà đối diện khu chung cư 87 Lĩnh Nam. Ô tô 4 chỗ đỗ cửa, 71m2 giá 18 tỷ.
+ Hàng đẹp nhất đất Lĩnh Nam, 71m2, 6 tầng xây mới, thang máy mới, mặt tiền rộng.
+ Vị trí đẹp, cách mặt phố Lĩnh Nam chỉ 30m, ô tô vào ......<< Xem chi tiết >>",https://alonhadat.com.vn/ban-gap-nha-doi-dien-khu-chung-cu-87-linh-nam-o-to-4-cho-do-cua-71m2-gia-18-ty--17413048.html
"Bán nhà ngõ 139 Tam Trinh, 2 mặt ngõ, mặt tiền rộng. 35m2 giá 3,95 tỷ.","Giá:3,95 tỷ",Diện tích:35m²,"Đường Tam Trinh,Phường Lĩnh Nam,Hà Nội","Bán nhà ngõ 139 Tam Trinh, 2 mặt ngõ, mặt tiền rộng. 35m2 giá 3,95 tỷ.
- Chủ nhà là người quen nhờ tôi đăng tin bán ngôi nhà trong ngõ 139 Tam Trinh, Hoàng Mai, Hà Nội.
+ Ngôi nhà đẹp xây 4 tầng nằm ngay đầu ngõ 139 đư......<< Xem chi tiết >>",https://alonhadat.com.vn/ban-nha-ngo-139-tam-trinh-2-mat-ngo-mat-tien-rong-35m2-gia-3-95-ty--17412924.html
"Bán đất 50m2, THẠCH BÀN, Long Biên, ngõ nông, gần công viên","Giá:5,95 tỷ",Diện tích:50m²,"Đường Thạch Bàn,Phường Long Biên,Hà Nội","💥💥💥 ĐẤT 50m2 - THẠCH BÀN  - LONG BIÊN - GIÁ MỀN 💥💥💥

- Diện tích: 50m2, mặt tiền rộng, khổ đất vuông đẹp, gần nhà văn hóa tổ 9 Thạch Bàn, công viên 22ha hồ Bộ đội…
- Gần nút giao Cổ Linh, 10 phút đến Aeon mail, ......<< Xem chi tiết >>",https://alonhadat.com.vn/ban-nha-gan-time-city-minh-khai-hai-ba-trung-ngo-nong-oto-do-17073308.html
Bán đất chuẩn nghỉ dưỡng tại Yên Bài Hà Nội. Cực kỳ đẹp mà giá rẻ,"Giá:6,5 tỷ",Diện tích:1000m²,"Đường Yên Bài,Xã Yên Bài,Hà Nội","Do nhu cầu gia đình muốn mua mảnh to hơn nên quyết định bán mảnh đất 1000m2 có 200m thổ cư tại Yên Bài (cũ)- Ba Vì - Hà Nội. sổ đỏ sẵn giao dịch.
Tôi chính chủ cần bán ko qua trung gian
Mảnh đất vị trí rất phù hợp làm ......<< Xem chi tiết >>",https://alonhadat.com.vn/ban-dat-chuan-nghi-duong-tai-yen-bai-ha-noi-cuc-ky-dep-ma-gia-re-17364680.html
Tôi cần bán mảnh đất 315m2 tại thôn Ké Mới xã Suối Hai không qua trung gian,"Giá:2,1 tỷ",Diện tích:315m²,",,Hà Nội","Tôi chính chủ cần bán mảnh đất nghỉ dưỡng, xung quanh đã có nhà xây đẹp
Diện tích 315m2
Mặt tiền 9m, hậu 9,1m
Đường thông các ngả
Thuộc đất khu du lịch thôn Ké Mới, xã Suối Hai, không khí trong lành, thích hợp nghỉ d......<< Xem chi tiết >>",https://alonhadat.com.vn/toi-can-ban-manh-dat-315m2-tai-thon-ke-moi-xa-suoi-hai-khong-qua-trung-gian-17285421.html
CHDV CHO THUÊ ĐẸP NHẤT NAM TỪ LIÊM 23P DOANH THU CỰC TỐT,"Giá:18,5 tỷ",Diện tích:90m²,"Đường Xuân Phương,Phường Xuân Phương,Hà Nội","🏠 Mã căn:
🆘 BÁN TOÀ CHDV NGÕ PHỐ XUÂN PHƯƠNG
✅ Diện tích : 90m2 | Mặt tiền 7m, nhỉnh 200tr/m2 giá chào, chưa đến 35tr/m2 sử dụng rẻ hơn cả chung cư cũ nát ở ngoại thành, quá hời, dòng tiền về đều như vắt chanh không ......<< Xem chi tiết >>",https://alonhadat.com.vn/chdv-cho-thue-dep-nhat-nam-tu-liem-25p-doanh-thu-cuc-tot-15885227.html
"TÒA CCMN ĐẲNG CẤP TẠI KHU ĐÔ THỊ CIPUTRA 120M2X7T, 35P DOANH THU CAO","Giá:30,8 tỷ",Diện tích:120m²,"Đường An Dương Vương,Phường Phú Thượng,Hà Nội","* BÁN TÒA CCMN – VỊ TRÍ VÀNG CẠNH KHU ĐÔ THỊ CIPUTRA
- Diện tích: 120m²
- Kết cấu: Xây dựng hiện đại, tối ưu công năng, gồm 35 phòng khép kín full nội thất.
- Doanh thu ổn định: 130 triệu/tháng – dòng tiền thụ động bề......<< Xem chi tiết >>",https://alonhadat.com.vn/toa-ccmn-dang-cap-tai-khu-do-thi-ciputra-120m2x7t-35p-doanh-thu-cao-17363226.html
"TÒA CCMN ĐẲNG CẤP NHẤT TẠI MỸ ĐÌNH 168M2X9T, 40P + 1 PHENTHOSE",Giá:56 tỷ,Diện tích:168m²,"Đường Lê Đức Thọ,Phường Từ Liêm,Hà Nội","🌟 TÀI SẢN ĐẲNG CẤP NHẤT THỊ TRƯỜNG – TÒA CCMN PHỐ LÊ ĐỨC THỌ 🌟
Trong bối cảnh thị trường bất động sản đang phân hóa mạnh mẽ, việc sở hữu một tài sản khan hiếm không chỉ là đầu tư mà còn là bước đi chiến lược để bảo to......<< Xem chi tiết >>",https://alonhadat.com.vn/toa-ccmn-dang-cap-nhat-tai-my-dinh-168m2x9t-40p-1-phenthose-17362845.html
"TÒA CHDV GIÁ TỐT NHẤT THỊ TRƯỜNG 58M2, 14P XÂY MỚI GIÁ CHỈ 13,9 TỶ","Giá:13,9 tỷ",Diện tích:58m²,"Đường Cổ Nhuế,Phường Đông Ngạc,Hà Nội","☆ BÁN tòa CHDV 14P STUDIO DÒNG TIỀN CAO TẠI CỔ NHUẾ.
- Cơ hội đầu tư siêu lợi nhuận – Tòa CHDV Cổ Nhuế, vị trí đắc địa – dòng tiền sẵn có 55-60 triệu/tháng!
- Diện tích đất: 58m²
+ Nhà xây mới 6 tầng, thiết kế hiện đạ......<< Xem chi tiết >>",https://alonhadat.com.vn/toa-chdv-gia-tot-nhat-thi-truong-58m2-14p-xay-moi-gia-chi-11-9-ty-16591567.html
"CƠ HỘI ĐẦU TƯ SINH LỜI CAO, BÁN NHÀ 3 MẶT THOÁNG TẠI HỒ TÙNG MẬU, CẦU GIẤY, HÀ NỘI.","Giá:8,2 tỷ",Diện tích:42m²,"Đường Hồ Tùng Mậu,Phường Phú Diễn,Hà Nội","CƠ HỘI ĐẦU TƯ SINH LỜI CAO, BÁN NHÀ 3 MẶT THOÁNG TẠI HỒ TÙNG MẬU, CẦU GIẤY, HÀ NỘI.
Diện tích: 42m2 nhà 4 tầng gồm: 4 phòng ngủ, 4wc. 3 mặt thoáng vĩnh viễn.
- Vị trí trung tâm Cầu Giấy, gần ngay ngã 4 Mai Dịch, siêu k......<< Xem chi tiết >>",https://alonhadat.com.vn/co-hoi-dau-tu-sinh-loi-cao-ban-nha-3-mat-thoang-tai-ho-tung-mau-cau-giay-ha-noi--17405404.html
BÁN NHÀ PHỐ THANH ĐÀM 43m² – 4 TẦNG – 4 PHÒNG NGỦ – FULL CÔNG NĂNG,"Giá:5,8 tỷ",Diện tích:43m²,"Đường Thanh Đàm,Phường Lĩnh Nam,Hà Nội","MẶT NGÕ Ô TÔ TRÁNH 🚗🚗 – NHÀ MỚI TINH LONG LANH – XEM LÀ CHỐT 😍
📍 Vị trí đắc địa: tương lai phát triển mạnh, hạ tầng đồng bộ. Gần Tòa nhà Time City, trung tâm thương mại lớn.......<< Xem chi tiết >>",https://alonhadat.com.vn/ban-nha-pho-thanh-dam-43m-4-tang-4-phong-ngu-full-cong-nang-17405234.html
NHÀ ĐẸP GIÁ MỀM 31M2 X 5 TẦNG TẠI PHỐ KHUYẾN LƯƠNG CƠ HỘI ĐẦU TƯ HIẾM,"Giá:5,9 tỷ",Diện tích:31m²,"Đường Khuyến Lương,Phường Yên Sở,Hà Nội","Diện tích: 31m², Giá: 5.9 tỷ ( Dưới 6 tỷ quá hiếm trong khu vực). Thiết kế hiện đại, full công năng dọn về ở ngay! Vị trí vàng:
* Phố Khuyến Lương song song với Vành đai 3, đối diện KĐT Gamuda Yên Sở.......<< Xem chi tiết >>",https://alonhadat.com.vn/lo-dat-99-2m2-tai-chau-phong-lien-ha-o-to-chay-vu-vu-sieu-dep-xa-moi-thu-lam--17402178.html
💥 SIÊU PHẨM TRƯỜNG CHINH – LÔ GÓC 3 THOÁNG – 8 TẦNG THANG MÁY – DÒNG TIỀN KHỦNG! 💥  🔥 T,Giá:55 tỷ,Diện tích:59m²,"Đường Trường Chinh,Phường Đống Đa,Hà Nội","💥 SIÊU PHẨM TRƯỜNG CHINH – LÔ GÓC 3 THOÁNG – 8 TẦNG THANG MÁY – DÒNG TIỀN KHỦNG! 💥

🔥 TÒA NHÀ MẶT PHỐ – THU NHẬP HÀNG THÁNG CỰC CAO – CHỈ CHỦ MỚI MỚI ĐƯỢC SỞ HỮU! 🔥

💎 THÔNG SỐ KIM CƯƠNG – NỘI THẤT XỊN – CƠ HỘI ......<< Xem chi tiết >>",https://alonhadat.com.vn/-sieu-pham-truong-chinh-lo-goc-3-thoang-8-tang-thang-may-dong-tien-khung-t-17398369.html
BÁN CCMN MỸ ĐÌNH 58M2 * 6 TẦNG - 14.69 TỶ - THANG MÁY - 15 PHÒNG DOANH THU 75 TRIỆU/THÁNG,"Giá:14,69 tỷ",Diện tích:58m²,"Đường Mỹ Đình,Phường Từ Liêm,Hà Nội","Là NHÀ DÒNG TIỀN thuộc phân khúc nhà mang lại HIỆU SUẤT ĐẦU TƯ CAO.

Tòa nhà cho thuê có 15 PHÒNG KHÉP KÍN cho thuê luôn kín phòng, đạt doanh thu tốt với DÒNG TIỀN THUÊ 75 TRIỆU/1 THÁNG.

Tòa chung cư mini nằm TẠI ĐƯ......<< Xem chi tiết >>",https://alonhadat.com.vn/ban-ccmn-my-dinh-58m2-6-tang-14-98-ty-thang-may-15-phong-doanh-thu-75-trieu-thang-17364381.html
"Bán CCMN Mỹ Đình 8 phòng - 40.5m2 - 9.1 tỷ - Gần Bến xe Mỹ Đình, Nguyễn Hoàng, Lê Đức Thọ","Giá:9,1 tỷ",Diện tích:41m²,"Đường Mỹ Đình,Phường Từ Liêm,Hà Nội","CHUNG CƯ MINI CHO THUÊ PHÒNG TRỌ, CHO THUÊ  Ở VỚI DOANH THU HÀNG THÁNG KHOẢNG 35 TRIỆU.

Là nhà cho thuê phòng trọ, CÓ 8 PHÒNG KHÉP KÍN cho thuê, luôn full kín phòng. 

Là chung cư mini tại trung tâm Mỹ Đình - phường......<< Xem chi tiết >>",https://alonhadat.com.vn/ban-ccmn-my-dinh-8-phong-40-5m2-9-1-ty-gan-ben-xe-my-dinh-nguyen-hoang-le-duc-tho-17333696.html
BÁN NHÀ NGÕ 8 LÊ QUANG ĐẠO - Ô TÔ ĐẬU CỬA - GẦN SÂN VẬN ĐỘNG MỸ ĐÌNH - TRUNG TÂM MỸ ĐÌNH,"Giá:8,6 tỷ",Diện tích:35m²,"Đường Mỹ Đình,Phường Từ Liêm,Hà Nội","Nhà ngõ thông - Ô TÔ ĐỖ CỬA.

Nhà ở trung tâm Phường Mỹ Đình 1 - quận Nam Từ Liêm.

Nhà ngoài làm nhà riêng cho gia đình, còn có thể làm văn phòng công ty, kinh doanh bán hàng online, làm nhà cho thuê (nhà dòng tiền)......<< Xem chi tiết >>",https://alonhadat.com.vn/ban-nha-ngo-8-le-quang-dao-o-to-dau-cua-gan-san-van-dong-my-dinh-trung-tam-my-dinh-17364586.html
"BÁN NHÀ NGỤY NHƯ KON TUM–THANH XUÂN, 50M², 4 TẦNG, MẶT TIỀN 4.2M, Ô TÔ ĐỖ CỬA–GIÁ 17.5 TỶ.","Giá:17,5 tỷ",Diện tích:50m²,"Đường Khuất Duy Tiến,Phường Thanh Xuân,Hà Nội","BÁN NHÀ NGỤY NHƯ KON TUM – THANH XUÂN, 50M², 4 TẦNG, MẶT TIỀN 4.2M, Ô TÔ ĐỖ CỬA – GIÁ 17.5 TỶ

Thông tin chi tiết:

Vị trí: Nhà nằm tại phố Ngụy Như Kon Tum – Thanh Xuân, ngõ thông, ô tô đỗ cửa, sát nhà ô tô tránh. K......<< Xem chi tiết >>",https://alonhadat.com.vn/nguy-nhu-kon-tum-50m-4-tang-mat-tien-4-2m-chao-17-5-ty-thanh-xuan--17026150.html
Chính chủ bán nhà 5tầng  phố Nguyễn khang ngõ ô tô đỗ cửa,"Giá:10,8 tỷ",Diện tích:35m²,"Đường Cầu Giấy,Phường Nghĩa Đô,Hà Nội",Chính  chủ bán nhà 5tầng phố Nguyễn khang  diện tích 35m mặt tiền 4m đường trước cửa nhà xe ô tô vf3 đỗ cửa nhà cách phố Nguyễn khang 50m  nhà xây cho con gái nên thiết kế đẹp và lắp nội thất xịn. Khu dân trí cao gần trư......<< Xem chi tiết >>,https://alonhadat.com.vn/chinh-chu-ban-nha-5tang-pho-nguyen-khang-ngo-o-to-do-cua-17253236.html
"Chính chủ bán nhà Xuân La Tây Hồ, thang máy, ô tô đỗ cửa, kinh doanh thuận lợi","Giá:16,1 tỷ",Diện tích:54m²,"Đường Xuân La,Phường Tây Hồ,Hà Nội","Chính chủ cần bán nhà tại địa chỉ:
Xuân La Tây Hồ
Nhà mới đẹp tầng 1 kinh doanh bên trên
7 phòng khép kín, có thang máy
Tầng 1: Cửa hàng kinh doanh, phòng khách + bếp + nhà vệ sinh.
- Tầng 2,3,4 Mỗi tầng 2 phòng ngủ......<< Xem chi tiết >>",https://alonhadat.com.vn/chinh-chu-ban-nha-xuan-la-tay-ho-thang-may-o-to-do-cua-kinh-doanh-thuan-loi-17372460.html
"CHÍNH CHỦ BÁN ĐẤT LA KHÊ, HÀ ĐÔNG – 40.4M², SỔ ĐỎ CHÍNH CHỦ","Giá:6,2 tỷ",Diện tích:40m²,"Đường Quang Trung,Phường Dương Nội,Hà Nội","Chính chủ cần bán gấp mảnh đất Sổ đỏ tại Tổ dân phố 7, phường La Khê, Hà Đông, ngay trong ngõ 12 Quang Trung.
Thông tin :
•	Diện tích: 40.4 m², mặt tiền rộng rãi, dễ dàng thiết kế nhà.
•	Pháp lý: Sổ đỏ chính chủ, đất ......<< Xem chi tiết >>",https://alonhadat.com.vn/ban-dat-la-khe-ha-dong-40-4m-so-do-chinh-chu-17350349.html
"Chính chủ bán nhà riêng ngõ 106 đường Cầu Giấy - Hà Nội diện tích 42m, 6 tầng thang máy","Giá:14,8 tỷ",Diện tích:42m²,"Đường Cầu Giấy,Phường Nghĩa Đô,Hà Nội","Bán nhà mặt ngõ 106 Cầu Giấy, cách đường Cầu Giấy khoảng 15mét
Diện tích 42m², MT 4,4m, 6 tầng + thang máy 6 tầng:
- T1 phòng khách + để xe máy
- T2 thông sàn làm bếp rộng + bàn ăn
- T3, T4, T5 thông sàn làm phòng ng......<< Xem chi tiết >>",https://alonhadat.com.vn/chinh-chu-ban-nha-rieng-ngo-106-duong-cau-giay-ha-noi-dien-tich-42m-6-tang-thang-may-17352533.html
"CHÍNH CHỦ, Bán Nhà Cấp 4, Ôtô, Kinh Doanh, 57m2, Phố Văn Hội, Bắc Từ Liêm, Hà Nội, 10 Tỷ",Giá:10 tỷ,Diện tích:57m²,"Đường Văn Hội,Phường Đông Ngạc,Hà Nội","- CHÍNH CHỦ, Bán Nhà Cấp 4, Khu Phân Lô, Ô tô vào nhà, Kinh Doanh, Xây CH Dòng Tiền, CCMiNi, DT 57m2, Phố Văn Hội, Bắc Từ Liêm, Hà Nội.
- Vị trí: Trung tam đông đúc nhiều Sinh viên, xung quanh gần Trường Đại học Mỏ, HV ......<< Xem chi tiết >>",https://alonhadat.com.vn/chinh-chu-ban-nha-cap-4-oto-kinh-doanh-57m2-pho-van-hoi-bac-tu-liem-ha-noi-10-ty-17328328.html
Chính chủ bán lô góc 138m2 đường hai ô tô tránh nhau giá nhỉnh hai tỷ,Giá:22 triệu / m²,Diện tích:138m²,"Đường Cổ Đông,Xã Đoài Phương,Hà Nội","Do cần tiền tôi bán gấp 138m2 tại trung tâm xã Cổ Đông 
- Lô góc đẹp vuông vắn
- Đường trường nhà hai ô tô tránh nhau thoải mái
- Đất thuộc trung tâm hành chính xã, trường cấp 1,2 ...
- Cách Đại học quốc gia, Đại học......<< Xem chi tiết >>",https://alonhadat.com.vn/chinh-chu-ban-lo-goc-138m2-duong-hai-o-to-tranh-nhau-gia-nhinh-hai-ty-17309563.html
Chính chủ cần bán 100m2 giá 2 tỷ cam kết rẻ nhất thị trường,Giá:2 tỷ,Diện tích:100m²,"Đường Cổ Đông,Xã Đoài Phương,Hà Nội","Tôi đang cần bán gấp lô đất để trả nợ
- Diện tích: 100m² mặt tiền 7,5m
- Vị trí: Trung tâm xã Cổ Đông – Sơn Tây, cách trục chính chỉ vài bước, gần Quốc lộ 21, Học viện Sỹ Quan Lục Quân, Đại học Quốc gia và khu CNC Hòa ......<< Xem chi tiết >>",https://alonhadat.com.vn/chinh-chu-can-ban-100m2-gia-2-ty-cam-ket-re-nhat-thi-truong-17309534.html
"Nhà 3 tầng, mới xây, nội thất đẹp, Gần VINHOM Cổ Loa",Giá:7 tỷ,Diện tích:84m²,"Đường Quốc Lộ 3,Xã Đông Anh,Hà Nội","🔴 BÁN GẤP NHÀ 3 TẦNG MỚI XÂY- MAI LÂM, ĐÔNG ANH, MỘT VÍT GA RA CẦU TỨ LIÊN ĐANG THI CÔNG.
NỘi THẤT, SẴN Ở
🏡 Tổng diện tích: 84m2
🚗 Mặt tiền: – Đường 2 ô tô tránh nhau thoải mái
🏠 Có sẵn nhà 3 tầng, ở được ngay 
......<< Xem chi tiết >>",https://alonhadat.com.vn/nha-3-tang-moi-xay-noi-that-dep-gan-vinhom-co-loa-17249276.html
"BÁN NHÀ PHỐ LƯU QUANG VŨ, NGÕ PHÂN LÔ, GARA ÔTÔ-DT 55M2 x 5T-MT5.5M-GIÁ 23 TỶ",Giá:23 tỷ,Diện tích:55m²,"Đường Lưu Quang Vũ,Phường Yên Hòa,Hà Nội","+ Gia đình Chủ nhà quan chức về hưu, muốn bán nhanh để sắp xếp vào Nam điền viên cùng con cháu. 
+ Căn nhà có vị trí đẹp nhất khu vực Trung Hòa - Trung Yên. Con phố tấp nập, giao thông đông đúc, khu vực kinh doanh tốt m......<< Xem chi tiết >>",https://alonhadat.com.vn/ban-biet-thu-pho-trung-kinh-dt-300m2-x-5-tang-thang-may-noi-that-cao-cap-mt-12-5m-gia-15524564.html
"BÁN NHÀ PHỐ NGUYỄN NGỌC VŨ, DT 55M2, MT 4M, Ô TÔ- KD, GIÁ 23 TỶ CÓ TL",Giá:23 tỷ,Diện tích:55m²,"Phố Nguyễn Ngọc Vũ,Phường Yên Hòa,Hà Nội","+ Chủ nhà chuyển công tác vào Nam, muốn bán nhanh để thu xếp công việc. Căn nhà nằm trên con phố Nguyễn Ngọc Vũ- một trong những con phố kinh doanh sầm uất bậc nhất khu Trung Hoà.
- Tiện ích: gần toà văn phòng 319 Bộ qu......<< Xem chi tiết >>",https://alonhadat.com.vn/ban-nha-pho-nguyen-ngoc-vu-dt-55m2-mt-4m-vi-tri-dep-gia-23-ty-co-tl-16880128.html
BÁN BIỆT THỰ KHU ĐÔ THỊ ĐẶNG XÁ - DT 345M2 - MT 20M - NỘI THẤT CAO CẤP - 88 TỶ CÓ TL,Giá:88 tỷ,Diện tích:345m²,"Đường Nguyễn Đức Thuận,Xã Thuận An,Hà Nội","BIỆT THỰ ĐƠN LẬP - 2 THOÁNG - VỈA HÈ 3 Ô TÔ TRÁNH - VIEW VƯỜN HOA - HOÀN THIỆN VẬT TƯ/THIẾT BỊ CAO CẤP CHỜ ĐỢI KHÁCH THƯỢNG LƯU TỚI Ở LUÔN.
Mô tả :
- Vị trí: Căn biệt thự nằm trong khu đô thị Đặng Xá, vỉa hè ô tô tránh......<< Xem chi tiết >>",https://alonhadat.com.vn/ban-biet-thu-khu-do-thi-dang-xa-dt-345m2-mt-20m-noi-that-cao-cap-88-ty-co-tl-17383187.html
